Case Number,EVENTTIME,ACTIVITY_EN,Flag
3061717683,2023-09-28 18:38:45,Set No Reply Required,0
3061717683,2023-09-28 18:38:51,Call Session End,0
3061717683,2023-09-28 18:38:51,Create Work Order,0
3061717683,2023-09-28 18:39:51,Submit Work Order,0
3061717683,2023-09-28 18:39:51,Manual Case Created,0
3061717683,2023-09-28 18:47:42,Set Case Status To Closed,0
3061717683,2023-09-29 01:08:08,Call Inbound,0
3061717683,2023-09-29 15:50:11,Set Work Order Status to Closed,0
3061717683,2023-09-29 15:50:11,Set Work Order Status to Approved,0
3061717683,2023-10-06 10:29:01,Set Work Order Status to Pending,0
3061717683,2023-10-06 10:29:01,Set Case Status To Completed,0
3081616847,2023-05-19 12:26:50,Submit Work Order,0
3081616847,2023-05-19 12:26:51,Manual Case Created,0
3081717698,2023-10-02 14:50:52,Set Case Status To Completed,0
3081717698,2023-10-02 14:50:54,Task Created: Review/ Follow Up,0
3101717721,2023-10-05 14:31:54,Customer Chat Initiated,0
3101717721,2023-10-05 14:31:55,Call Outbound,0
3101717721,2023-10-05 16:02:56,Set No Reply Required,0
3101717721,2023-10-05 16:08:14,Call Session End,0
3101717721,2023-10-05 16:08:33,Create Work Order,0
3101717721,2023-10-05 16:12:47,Submit Work Order,0
3101717721,2023-10-05 16:23:43,Manual Case Created,0
3101717721,2023-10-05 16:28:06,Set Case Status To Closed,0
3101717721,2023-10-05 18:24:43,Call Inbound,0
3101717721,2023-10-09 14:54:13,Set Work Order Status to Closed,0
3101717721,2023-10-13 16:54:02,Set Work Order Status to Approved,0
3101717721,2023-10-23 16:23:43,Set Work Order Status to Pending,0
3101717721,2023-10-25 14:43:15,Set Case Status To Completed,0
3101717721,2023-10-25 14:43:24,Task Created: Review/ Follow Up,0
3101717721,2023-10-25 21:00:47,Task Completed: Review/ Follow Up,0
3101717721,2023-10-25 21:05:08,Email Outbound,0
3101717721,2023-10-25 21:10:05,Email Inbound,0
3101717721,2023-10-25 21:40:37,Call Session Start,1
3101717721,2023-11-04 19:00:44,Customer Chat Initiated,0
3111616832,2023-05-17 15:03:00,Set Work Order Status to Approved,0
3111616832,2023-05-17 17:15:15,Set Work Order Status to Pending,0
3111616832,2023-05-17 17:15:15,Set Case Status To Completed,0
3111616832,2023-05-17 17:15:15,Task Created: Review/ Follow Up,0
3111616832,2023-05-17 17:15:15,Task Completed: Review/ Follow Up,0
3111616832,2023-05-17 17:15:15,Email Outbound,0
3111616832,2023-05-17 17:15:15,Email Inbound,0
3111616832,2023-05-17 17:15:15,Call Session Start,1
3111616832,2023-05-17 17:15:15,Customer Chat Initiated,0
3111616832,2023-05-17 17:15:15,Call Outbound,0
3111616832,2023-05-17 17:15:15,Set No Reply Required,0
3111616832,2023-05-17 17:15:15,Call Session End,0
3111616832,2023-05-17 17:15:15,Create Work Order,0
3111616832,2023-05-17 17:15:15,Submit Work Order,0
3111616832,2023-05-17 17:15:26,Manual Case Created,0
3111616832,2023-05-17 17:15:27,Set Case Status To Closed,0
3111616832,2023-05-17 17:15:29,Call Inbound,0
3111616832,2023-05-17 17:16:12,Set Work Order Status to Closed,0
3111616832,2023-05-17 17:16:12,Set Work Order Status to Approved,0
3111616832,2023-05-17 17:16:13,Set Work Order Status to Pending,0
3111616832,2023-05-17 17:16:19,Set Case Status To Completed,0
3111616832,2023-05-17 17:16:24,Task Created: Review/ Follow Up,0
3111616832,2023-05-17 17:16:24,Task Completed: Review/ Follow Up,0
3111616832,2023-05-17 17:16:24,Email Outbound,0
3111616832,2023-05-17 17:16:29,Email Inbound,0
3111616832,2023-05-17 17:17:16,Call Session Start,1
3111616832,2023-05-17 17:17:16,Customer Chat Initiated,0
3111616832,2023-05-17 17:17:19,Call Outbound,0
3111616832,2023-05-18 05:06:17,Set No Reply Required,0
3111616832,2023-05-18 06:00:38,Call Session End,0
3111616832,2023-05-18 06:00:41,Create Work Order,0
3111616832,2023-05-18 08:49:12,Submit Work Order,0
3151616843,2023-05-18 22:31:41,Set No Reply Required,0
3151616843,2023-05-18 22:31:41,Call Session End,0
3151616843,2023-05-18 22:31:42,Create Work Order,0
3151616843,2023-05-18 22:31:42,Submit Work Order,0
3151616843,2023-05-18 22:31:51,Manual Case Created,0
3151616843,2023-05-18 22:31:53,Set Case Status To Closed,0
3151616843,2023-05-18 22:33:00,Call Inbound,0
3151616859,2023-05-22 14:29:40,Set Work Order Status to Pending,0
3151616859,2023-05-22 14:29:41,Set Case Status To Completed,0
3151616859,2023-05-23 13:14:33,Task Created: Review/ Follow Up,0
3151616859,2023-05-23 13:15:24,Task Completed: Review/ Follow Up,0
3151616859,2023-05-23 13:16:13,Email Outbound,0
3151616874,2023-05-24 11:23:59,Call Inbound,0
3151717700,2023-10-02 19:24:30,Call Session Start,1
3151717700,2023-10-02 19:24:31,Customer Chat Initiated,0
3181717692,2023-09-30 15:21:31,Set Work Order Status to Approved,0
3181717692,2023-09-30 15:21:32,Set Work Order Status to Pending,0
3181717692,2023-10-02 17:12:10,Set Case Status To Completed,0
3181717692,2023-10-02 17:13:48,Task Created: Review/ Follow Up,0
3181717692,2023-10-02 17:13:57,Task Completed: Review/ Follow Up,0
3181717692,2023-10-02 17:22:33,Email Outbound,0
3181717692,2023-10-02 20:05:11,Email Inbound,0
3181717692,2023-10-12 20:26:22,Call Session Start,1
3211717715,2023-10-04 18:15:52,Set Work Order Status to Pending,0
3211717715,2023-10-04 18:16:25,Set Case Status To Completed,0
3211717715,2023-10-04 18:16:25,Task Created: Review/ Follow Up,0
3211717715,2023-10-04 18:16:25,Task Completed: Review/ Follow Up,0
3211717715,2023-10-04 18:16:25,Email Outbound,0
3211717715,2023-10-04 18:16:25,Email Inbound,0
3211717715,2023-10-04 18:16:25,Call Session Start,1
3211717715,2023-10-04 18:16:25,Customer Chat Initiated,0
3211717715,2023-10-04 18:16:25,Call Outbound,0
3211717715,2023-10-04 18:16:25,Set No Reply Required,0
3211717715,2023-10-04 18:16:25,Call Session End,0
3211717715,2023-10-04 18:16:25,Create Work Order,0
3211717715,2023-10-04 18:16:25,Submit Work Order,0
3211717715,2023-10-04 18:16:25,Manual Case Created,0
3211717715,2023-10-04 18:16:25,Set Case Status To Closed,0
3211717715,2023-10-04 18:16:25,Call Inbound,0
3211717715,2023-10-04 18:16:25,Set Work Order Status to Closed,0
3211717715,2023-10-04 18:16:25,Set Work Order Status to Approved,0
3211717715,2023-10-04 18:16:25,Set Work Order Status to Pending,0
3211717715,2023-10-04 18:16:25,Set Case Status To Completed,0
3211717715,2023-10-04 18:16:25,Task Created: Review/ Follow Up,0
3211717715,2023-10-04 18:16:25,Task Completed: Review/ Follow Up,0
3211717715,2023-10-04 18:16:25,Email Outbound,0
3211717715,2023-10-04 18:16:25,Email Inbound,0
3211717715,2023-10-04 18:16:25,Call Session Start,1
3211717715,2023-10-04 18:16:25,Customer Chat Initiated,0
3211717715,2023-10-04 18:16:25,Call Outbound,0
3211717715,2023-10-04 18:16:40,Set No Reply Required,0
3211717715,2023-10-04 18:17:41,Call Session End,0
3211717715,2023-10-04 18:17:43,Create Work Order,0
3211717715,2023-10-04 18:17:43,Submit Work Order,0
3211717715,2023-10-04 18:20:12,Manual Case Created,0
3211717715,2023-10-04 18:20:12,Set Case Status To Closed,0
3211717715,2023-10-04 18:20:14,Call Inbound,0
3211717715,2023-10-04 18:20:25,Set Work Order Status to Closed,0
3211717715,2023-10-04 18:20:25,Set Work Order Status to Approved,0
3211717715,2023-10-04 18:20:25,Set Work Order Status to Pending,0
3211717715,2023-10-04 18:20:30,Set Case Status To Completed,0
3211717715,2023-10-04 18:20:30,Task Created: Review/ Follow Up,0
3211717715,2023-10-04 18:21:22,Task Completed: Review/ Follow Up,0
3211717715,2023-10-04 18:21:43,Email Outbound,0
3211717715,2023-10-04 18:21:43,Email Inbound,0
3211717715,2023-10-04 18:29:34,Call Session Start,1
3211717715,2023-10-04 19:19:37,Customer Chat Initiated,0
3211717715,2023-10-04 19:20:52,Call Outbound,0
3211717715,2023-10-04 19:20:52,Set No Reply Required,0
3211717715,2023-10-04 19:20:54,Call Session End,0
3211717715,2023-10-04 20:11:58,Create Work Order,0
3211717715,2023-10-04 20:11:58,Submit Work Order,0
3211717715,2023-10-05 15:49:52,Manual Case Created,0
3211717715,2023-10-05 15:49:52,Set Case Status To Closed,0
3211717715,2023-10-06 19:00:59,Call Inbound,0
3211717715,2023-10-06 19:41:43,Set Work Order Status to Closed,0
3211717715,2023-10-06 19:41:43,Set Work Order Status to Approved,0
3211717715,2023-10-06 19:41:46,Set Work Order Status to Pending,0
3211717715,2023-10-09 21:02:43,Set Case Status To Completed,0
3211717715,2023-10-09 21:02:43,Task Created: Review/ Follow Up,0
3211717715,2023-10-09 21:02:45,Task Completed: Review/ Follow Up,0
3211717715,2023-10-09 22:48:42,Email Outbound,0
3211717715,2023-10-09 22:48:42,Email Inbound,0
3211717715,2023-10-09 22:48:42,Call Session Start,1
3211717715,2023-10-09 22:48:42,Customer Chat Initiated,0
3211717715,2023-10-09 22:48:42,Call Outbound,0
3211717715,2023-10-09 22:48:42,Set No Reply Required,0
3211717715,2023-10-09 22:48:42,Call Session End,0
3211717715,2023-10-09 22:48:42,Create Work Order,0
3211717715,2023-10-09 22:48:42,Submit Work Order,0
3211717715,2023-10-09 22:48:42,Manual Case Created,0
3211717715,2023-10-09 22:48:51,Set Case Status To Closed,0
3211717715,2023-10-09 22:48:58,Call Inbound,0
3211717715,2023-10-09 22:48:58,Set Work Order Status to Closed,0
3211717715,2023-10-09 22:48:58,Set Work Order Status to Approved,0
3211717715,2023-10-09 22:49:11,Set Work Order Status to Pending,0
3211717715,2023-10-09 22:49:11,Set Case Status To Completed,0
3211717715,2023-10-09 22:49:11,Task Created: Review/ Follow Up,0
3211717715,2023-10-09 22:49:15,Task Completed: Review/ Follow Up,0
3211717715,2023-10-09 22:49:15,Email Outbound,0
3211717715,2023-10-09 22:49:57,Email Inbound,0
3211717715,2023-10-09 22:50:31,Call Session Start,1
3211717715,2023-10-09 22:50:31,Customer Chat Initiated,0
3211717715,2023-10-09 22:59:20,Call Outbound,0
3211717715,2023-10-09 23:08:39,Set No Reply Required,0
3211717715,2023-10-09 23:09:24,Call Session End,0
3211717715,2023-10-09 23:09:24,Create Work Order,0
3211717715,2023-10-09 23:09:25,Submit Work Order,0
3211717715,2023-10-10 00:03:31,Manual Case Created,0
3211717715,2023-10-10 00:03:31,Set Case Status To Closed,0
3211717715,2023-10-10 00:08:02,Call Inbound,0
3211717715,2023-10-10 00:08:05,Set Work Order Status to Closed,0
3211717715,2023-10-10 00:08:05,Set Work Order Status to Approved,0
3211717715,2023-10-10 00:30:43,Set Work Order Status to Pending,0
3211717715,2023-10-10 00:30:43,Set Case Status To Completed,0
3211717715,2023-10-10 16:07:12,Task Created: Review/ Follow Up,0
3211717715,2023-10-10 16:07:12,Task Completed: Review/ Follow Up,0
3211717715,2023-10-11 16:56:54,Email Outbound,0
3211717715,2023-10-11 16:56:54,Email Inbound,0
3211717715,2023-10-12 16:47:48,Call Session Start,1
3211717715,2023-10-12 16:47:48,Customer Chat Initiated,0
3211717715,2023-10-13 17:05:44,Call Outbound,0
3211717715,2023-10-13 17:58:23,Set No Reply Required,0
3211717715,2023-10-13 17:58:23,Call Session End,0
3211717715,2023-10-13 17:58:25,Create Work Order,0
3211717715,2023-10-16 19:23:50,Submit Work Order,0
3211717715,2023-10-16 19:23:50,Manual Case Created,0
3211717715,2023-10-16 19:23:52,Set Case Status To Closed,0
3211717715,2023-10-16 23:31:52,Call Inbound,0
3211717715,2023-10-16 23:31:54,Set Work Order Status to Closed,0
3211717715,2023-10-16 23:31:54,Set Work Order Status to Approved,0
3211717715,2023-10-25 19:47:17,Set Work Order Status to Pending,0
3211717715,2023-10-25 19:47:17,Set Case Status To Completed,0
3211717715,2023-10-30 16:56:12,Task Created: Review/ Follow Up,0
3211717715,2023-10-30 19:11:29,Task Completed: Review/ Follow Up,0
3211717715,2023-10-30 19:11:29,Email Outbound,0
3221616859,2023-05-22 15:46:40,Call Inbound,0
3221616859,2023-05-22 15:46:41,Set Work Order Status to Closed,0
3221616859,2023-05-22 17:08:10,Set Work Order Status to Approved,0
3221616859,2023-05-22 17:11:23,Set Work Order Status to Pending,0
3221616859,2023-05-22 17:13:18,Set Case Status To Completed,0
3221616859,2023-05-25 14:06:04,Task Created: Review/ Follow Up,0
3221616859,2023-05-25 14:06:10,Task Completed: Review/ Follow Up,0
3221616859,2023-05-25 14:06:53,Email Outbound,0
3221616859,2023-06-04 20:49:39,Email Inbound,0
3221717682,2023-09-28 14:04:00,Call Session Start,1
3221717682,2023-09-28 14:04:00,Customer Chat Initiated,0
3231616849,2023-05-19 18:10:38,Submit Work Order,0
3231616849,2023-05-19 18:10:38,Manual Case Created,0
3231616849,2023-05-19 18:10:38,Set Case Status To Closed,0
3231616849,2023-05-19 18:10:39,Call Inbound,0
3231616849,2023-05-19 18:10:52,Set Work Order Status to Closed,0
3231616849,2023-05-19 18:11:53,Set Work Order Status to Approved,0
3231616849,2023-05-19 18:12:00,Set Work Order Status to Pending,0
3231616849,2023-05-19 18:26:23,Set Case Status To Completed,0
3251717668,2023-09-26 21:28:02,Create Work Order,0
3251717668,2023-09-26 21:28:44,Submit Work Order,0
3251717668,2023-09-26 21:28:44,Manual Case Created,0
3251717668,2023-09-26 21:28:44,Set Case Status To Closed,0
3251717668,2023-09-26 21:28:44,Call Inbound,0
3251717668,2023-09-26 21:28:44,Set Work Order Status to Closed,0
3251717668,2023-09-26 21:28:44,Set Work Order Status to Approved,0
3251717668,2023-09-26 21:28:44,Set Work Order Status to Pending,0
3251717668,2023-09-26 21:28:44,Set Case Status To Completed,0
3251717668,2023-09-26 21:28:44,Task Created: Review/ Follow Up,0
3251717668,2023-09-26 21:28:44,Task Completed: Review/ Follow Up,0
3251717668,2023-09-26 21:28:44,Email Outbound,0
3251717668,2023-09-26 21:28:44,Email Inbound,0
3251717668,2023-09-26 21:28:44,Call Session Start,1
3251717668,2023-09-26 21:28:44,Customer Chat Initiated,0
3251717668,2023-09-26 21:28:44,Call Outbound,0
3251717668,2023-09-26 21:28:44,Set No Reply Required,0
3251717668,2023-09-26 21:28:44,Call Session End,0
3251717668,2023-09-26 21:28:44,Create Work Order,0
3251717668,2023-09-26 21:28:44,Submit Work Order,0
3251717668,2023-09-26 21:28:44,Manual Case Created,0
3251717668,2023-09-26 21:28:52,Set Case Status To Closed,0
3251717668,2023-09-26 21:30:20,Call Inbound,0
3251717668,2023-09-26 21:30:20,Set Work Order Status to Closed,0
3251717668,2023-09-26 21:30:21,Set Work Order Status to Approved,0
3251717668,2023-09-26 21:30:31,Set Work Order Status to Pending,0
3251717668,2023-09-26 21:30:31,Set Case Status To Completed,0
3251717668,2023-09-26 21:30:31,Task Created: Review/ Follow Up,0
3251717668,2023-09-26 21:30:37,Task Completed: Review/ Follow Up,0
3251717668,2023-09-26 21:30:37,Email Outbound,0
3251717668,2023-09-26 21:31:38,Email Inbound,0
3251717668,2023-09-26 21:31:38,Call Session Start,1
3251717668,2023-09-26 21:42:33,Customer Chat Initiated,0
3251717668,2023-09-27 02:08:12,Call Outbound,0
3251717668,2023-09-28 15:49:45,Set No Reply Required,0
3251717668,2023-09-28 15:49:45,Call Session End,0
3251717668,2023-10-06 13:50:05,Create Work Order,0
3251717668,2023-10-06 13:50:05,Submit Work Order,0
3291616849,2023-05-19 18:31:58,Call Inbound,0
3291616849,2023-05-19 18:31:58,Set Work Order Status to Closed,0
3291616849,2023-05-19 18:31:59,Set Work Order Status to Approved,0
3291616849,2023-05-19 18:31:59,Set Work Order Status to Pending,0
3291616849,2023-05-19 18:32:06,Set Case Status To Completed,0
3291616849,2023-05-19 18:32:08,Task Created: Review/ Follow Up,0
3291616849,2023-05-19 18:44:04,Task Completed: Review/ Follow Up,0
3291717682,2023-09-28 15:52:02,Call Outbound,0
3291717682,2023-09-28 15:52:03,Set No Reply Required,0
3291717682,2023-09-29 13:10:33,Call Session End,0
3291717682,2023-09-29 13:10:48,Create Work Order,0
3291717682,2023-09-29 13:11:15,Submit Work Order,0
3291717682,2023-09-29 16:08:53,Manual Case Created,0
3291717682,2023-10-03 08:43:38,Set Case Status To Closed,0
3291717685,2023-09-29 04:00:08,Email Outbound,0
3301717705,2023-10-03 14:00:21,Submit Work Order,0
3301717705,2023-10-03 14:00:22,Manual Case Created,0
3301717705,2023-10-03 15:05:51,Set Case Status To Closed,0
3301717705,2023-10-03 15:08:06,Call Inbound,0
3301717705,2023-10-03 15:10:51,Set Work Order Status to Closed,0
3301717705,2023-10-03 15:19:06,Set Work Order Status to Approved,0
3301717705,2023-10-03 15:24:06,Set Work Order Status to Pending,0
3301717705,2023-10-13 21:00:25,Set Case Status To Completed,0
3311616851,2023-05-20 16:50:53,Email Outbound,0
3311616851,2023-05-20 16:57:13,Email Inbound,0
3311616851,2023-05-20 16:58:11,Call Session Start,1
3311616851,2023-05-20 16:58:30,Customer Chat Initiated,0
3311616851,2023-05-20 16:58:30,Call Outbound,0
3311616851,2023-05-20 16:58:30,Set No Reply Required,0
3311616851,2023-05-20 16:58:30,Call Session End,0
3311616851,2023-05-20 16:58:30,Create Work Order,0
3311616851,2023-05-20 16:58:30,Submit Work Order,0
3311616851,2023-05-20 16:58:30,Manual Case Created,0
3311616851,2023-05-20 16:58:30,Set Case Status To Closed,0
3311616851,2023-05-20 16:58:56,Call Inbound,0
3311616851,2023-05-20 16:58:58,Set Work Order Status to Closed,0
3311616851,2023-05-20 16:58:58,Set Work Order Status to Approved,0
3311616851,2023-05-20 17:01:26,Set Work Order Status to Pending,0
3311616851,2023-05-20 17:01:26,Set Case Status To Completed,0
3311616851,2023-05-20 17:01:29,Task Created: Review/ Follow Up,0
3311616851,2023-05-20 17:01:37,Task Completed: Review/ Follow Up,0
3311616851,2023-05-20 17:01:37,Email Outbound,0
3311616851,2023-05-20 17:01:37,Email Inbound,0
3311616851,2023-05-20 17:01:42,Call Session Start,1
3311616851,2023-05-20 17:01:42,Customer Chat Initiated,0
3311616851,2023-05-20 17:02:51,Call Outbound,0
3311616851,2023-05-20 17:02:51,Set No Reply Required,0
3311616851,2023-05-20 17:06:07,Call Session End,0
3311616851,2023-05-20 17:08:31,Create Work Order,0
3311616851,2023-05-20 17:08:31,Submit Work Order,0
3311616851,2023-05-22 05:23:38,Manual Case Created,0
3311616851,2023-05-22 05:23:52,Set Case Status To Closed,0
3311616851,2023-05-22 05:23:54,Call Inbound,0
3311616851,2023-05-22 05:24:03,Set Work Order Status to Closed,0
3311616851,2023-05-22 05:24:03,Set Work Order Status to Approved,0
3311616851,2023-05-23 08:09:46,Set Work Order Status to Pending,0
3311616851,2023-05-23 08:09:46,Set Case Status To Completed,0
3311616851,2023-05-23 09:57:22,Task Created: Review/ Follow Up,0
3311616851,2023-05-23 12:29:11,Task Completed: Review/ Follow Up,0
3311616851,2023-05-23 12:36:00,Email Outbound,0
3311616851,2023-05-23 14:37:34,Email Inbound,0
3311616851,2023-05-23 14:37:36,Call Session Start,1
3311616851,2023-05-23 14:38:55,Customer Chat Initiated,0
3311616851,2023-05-23 14:38:55,Call Outbound,0
3311616851,2023-05-27 13:38:34,Set No Reply Required,0
3311616851,2023-05-27 13:38:34,Call Session End,0
3311616851,2023-05-30 06:15:38,Create Work Order,0
3341616877,2023-05-24 18:08:13,Call Session End,0
3341616877,2023-05-24 18:08:14,Create Work Order,0
3341616877,2023-05-24 21:35:34,Submit Work Order,0
3341616877,2023-05-24 21:36:55,Manual Case Created,0
3341616877,2023-05-24 21:37:07,Set Case Status To Closed,0
3341616877,2023-06-04 20:30:31,Call Inbound,0
3341616877,2023-06-14 01:10:58,Set Work Order Status to Closed,0
3341717693,2023-10-01 07:47:12,Set Case Status To Closed,0
3341717722,2023-10-05 15:25:15,Manual Case Created,0
3341717722,2023-10-05 15:25:38,Set Case Status To Closed,0
3341717722,2023-10-05 15:25:38,Call Inbound,0
3341717722,2023-10-05 15:25:38,Set Work Order Status to Closed,0
3341717722,2023-10-05 15:25:38,Set Work Order Status to Approved,0
3341717722,2023-10-05 15:25:38,Set Work Order Status to Pending,0
3341717722,2023-10-05 15:25:38,Set Case Status To Completed,0
3341717722,2023-10-05 15:25:38,Task Created: Review/ Follow Up,0
3341717722,2023-10-05 15:25:38,Task Completed: Review/ Follow Up,0
3341717722,2023-10-05 15:25:38,Email Outbound,0
3341717722,2023-10-05 15:25:38,Email Inbound,0
3341717722,2023-10-05 15:25:38,Call Session Start,1
3341717722,2023-10-05 15:25:38,Customer Chat Initiated,0
3341717722,2023-10-05 15:26:03,Call Outbound,0
3341717722,2023-10-05 15:26:09,Set No Reply Required,0
3341717722,2023-10-05 15:26:09,Call Session End,0
3341717722,2023-10-05 15:26:58,Create Work Order,0
3341717722,2023-10-05 15:26:58,Submit Work Order,0
3341717722,2023-10-05 15:27:00,Manual Case Created,0
3341717722,2023-10-05 15:27:15,Set Case Status To Closed,0
3341717722,2023-10-05 15:27:23,Call Inbound,0
3341717722,2023-10-05 15:27:23,Set Work Order Status to Closed,0
3341717722,2023-10-05 15:27:23,Set Work Order Status to Approved,0
3341717722,2024-01-17 22:19:57,Set Work Order Status to Pending,0
3341717722,2024-01-17 22:19:57,Set Case Status To Completed,0
3341717722,2024-01-17 22:19:59,Task Created: Review/ Follow Up,0
3341717722,2024-01-17 22:19:59,Task Completed: Review/ Follow Up,0
3341717722,2024-01-17 22:20:12,Email Outbound,0
3341717722,2024-01-17 22:20:24,Email Inbound,0
3341717722,2024-01-17 22:20:24,Call Session Start,1
3341717722,2024-01-17 22:20:24,Customer Chat Initiated,0
3341717722,2024-01-17 22:20:24,Call Outbound,0
3361616833,2023-05-17 16:46:34,Call Outbound,0
3361616833,2023-05-18 17:37:00,Set No Reply Required,0
3361616833,2023-05-18 18:17:01,Call Session End,0
3361616833,2023-05-18 18:20:14,Create Work Order,0
3361616833,2023-05-18 18:25:09,Submit Work Order,0
3361616833,2023-05-18 18:26:00,Manual Case Created,0
3361616833,2023-05-18 19:46:16,Set Case Status To Closed,0
3371717668,2023-09-26 19:59:00,Call Session End,0
3371717668,2023-09-26 19:59:23,Create Work Order,0
3371717668,2023-09-26 19:59:23,Submit Work Order,0
3371717668,2023-09-26 19:59:23,Manual Case Created,0
3371717668,2023-09-26 19:59:23,Set Case Status To Closed,0
3371717668,2023-09-26 19:59:23,Call Inbound,0
3371717668,2023-09-26 19:59:23,Set Work Order Status to Closed,0
3371717668,2023-09-26 19:59:23,Set Work Order Status to Approved,0
3371717668,2023-09-26 19:59:23,Set Work Order Status to Pending,0
3371717668,2023-09-26 19:59:23,Set Case Status To Completed,0
3371717668,2023-09-26 19:59:23,Task Created: Review/ Follow Up,0
3371717668,2023-09-26 19:59:23,Task Completed: Review/ Follow Up,0
3371717668,2023-09-26 19:59:23,Email Outbound,0
3371717668,2023-09-26 19:59:23,Email Inbound,0
3371717668,2023-09-26 19:59:23,Call Session Start,1
3371717668,2023-09-26 19:59:23,Customer Chat Initiated,0
3371717668,2023-09-26 19:59:23,Call Outbound,0
3371717668,2023-09-26 19:59:23,Set No Reply Required,0
3371717668,2023-09-26 19:59:23,Call Session End,0
3371717668,2023-09-26 19:59:23,Create Work Order,0
3371717668,2023-09-26 19:59:23,Submit Work Order,0
3371717668,2023-09-26 19:59:37,Manual Case Created,0
3371717668,2023-09-26 20:03:31,Set Case Status To Closed,0
3371717668,2023-09-26 20:03:31,Call Inbound,0
3371717668,2023-09-26 20:03:33,Set Work Order Status to Closed,0
3371717668,2023-09-26 20:03:53,Set Work Order Status to Approved,0
3371717668,2023-09-26 20:03:53,Set Work Order Status to Pending,0
3371717668,2023-09-26 20:03:53,Set Case Status To Completed,0
3371717668,2023-09-26 20:04:00,Task Created: Review/ Follow Up,0
3371717668,2023-09-26 20:04:00,Task Completed: Review/ Follow Up,0
3371717668,2023-09-26 20:05:04,Email Outbound,0
3371717668,2023-09-26 20:05:04,Email Inbound,0
3371717668,2023-09-26 20:12:43,Call Session Start,1
3371717668,2023-09-27 00:08:35,Customer Chat Initiated,0
3371717668,2023-09-27 17:42:20,Call Outbound,0
3371717668,2023-09-27 17:42:22,Set No Reply Required,0
3391717723,2023-10-05 18:15:15,Call Inbound,0
3391717723,2023-10-05 18:15:16,Set Work Order Status to Closed,0
3391717723,2023-10-05 20:21:32,Set Work Order Status to Approved,0
3391717723,2023-10-05 20:22:30,Set Work Order Status to Pending,0
3391717723,2023-10-05 20:23:37,Set Case Status To Completed,0
3391717723,2023-10-16 21:16:24,Task Created: Review/ Follow Up,0
3411717685,2023-09-29 02:43:21,Call Inbound,0
3411717685,2023-09-29 05:45:40,Set Work Order Status to Closed,0
3411717685,2023-09-29 05:45:40,Set Work Order Status to Approved,0
3411717685,2023-09-29 05:45:40,Set Work Order Status to Pending,0
3411717685,2023-09-29 05:45:40,Set Case Status To Completed,0
3411717685,2023-09-29 05:45:40,Task Created: Review/ Follow Up,0
3411717685,2023-09-29 05:45:40,Task Completed: Review/ Follow Up,0
3411717685,2023-09-29 05:45:40,Email Outbound,0
3411717685,2023-09-29 05:45:40,Email Inbound,0
3411717685,2023-09-29 05:45:40,Call Session Start,1
3411717685,2023-09-29 05:45:40,Customer Chat Initiated,0
3411717685,2023-09-29 05:45:40,Call Outbound,0
3411717685,2023-09-29 05:45:40,Set No Reply Required,0
3411717685,2023-09-29 05:45:40,Call Session End,0
3411717685,2023-09-29 05:45:40,Create Work Order,0
3411717685,2023-09-29 05:45:40,Submit Work Order,0
3411717685,2023-09-29 05:45:40,Manual Case Created,0
3411717685,2023-09-29 05:45:40,Set Case Status To Closed,0
3411717685,2023-09-29 05:45:40,Call Inbound,0
3411717685,2023-09-29 05:45:40,Set Work Order Status to Closed,0
3411717685,2023-09-29 05:45:40,Set Work Order Status to Approved,0
3411717685,2023-09-29 05:45:40,Set Work Order Status to Pending,0
3411717685,2023-09-29 05:45:40,Set Case Status To Completed,0
3411717685,2023-09-29 05:45:40,Task Created: Review/ Follow Up,0
3411717685,2023-09-29 05:45:40,Task Completed: Review/ Follow Up,0
3411717685,2023-09-29 05:45:40,Email Outbound,0
3411717685,2023-09-29 05:45:53,Email Inbound,0
3411717685,2023-09-29 05:45:53,Call Session Start,1
3411717685,2023-09-29 05:45:56,Customer Chat Initiated,0
3411717685,2023-09-29 05:46:45,Call Outbound,0
3411717685,2023-09-29 05:46:45,Set No Reply Required,0
3411717685,2023-09-29 05:46:47,Call Session End,0
3411717685,2023-09-29 05:46:57,Create Work Order,0
3411717685,2023-09-29 05:47:05,Submit Work Order,0
3411717685,2023-09-29 05:47:05,Manual Case Created,0
3411717685,2023-09-29 05:47:05,Set Case Status To Closed,0
3411717685,2023-09-29 05:47:55,Call Inbound,0
3411717685,2023-09-29 05:47:55,Set Work Order Status to Closed,0
3411717685,2023-09-29 05:48:01,Set Work Order Status to Approved,0
3411717685,2023-10-03 09:30:28,Set Work Order Status to Pending,0
3411717685,2023-10-03 14:28:30,Set Case Status To Completed,0
3411717685,2023-12-20 19:27:44,Task Created: Review/ Follow Up,0
3411717685,2023-12-20 19:27:44,Task Completed: Review/ Follow Up,0
3411717685,2023-12-20 19:28:05,Email Outbound,0
3411717685,2023-12-20 19:28:05,Email Inbound,0
3411717685,2023-12-20 19:28:05,Call Session Start,1
3431717700,2023-10-02 20:00:08,Create Work Order,0
3431717700,2023-10-02 20:03:42,Submit Work Order,0
3431717700,2023-10-02 20:03:42,Manual Case Created,0
3431717700,2023-10-02 20:03:42,Set Case Status To Closed,0
3431717700,2023-10-02 20:03:42,Call Inbound,0
3431717700,2023-10-02 20:03:42,Set Work Order Status to Closed,0
